,ID,Sale_Price,No of Bedrooms,No of Bathrooms,Flat Area (in Sqft),Lot Area (in Sqft),No of Floors,No of Times Visited,Overall Grade,Area of the House from Basement (in Sqft),Basement Area (in Sqft),Age of House (in Years),Latitude,Longitude,Living Area after Renovation (in Sqft),Lot Area after Renovation (in Sqft),Year Since Renovation,Condition_of_the_House_Excellent,Condition_of_the_House_Fair,Condition_of_the_House_Good,Condition_of_the_House_Okay,Ever_Renovated_Yes,Waterfront_View_Yes,Zipcode_Group_Zipcode_Group_1,Zipcode_Group_Zipcode_Group_2,Zipcode_Group_Zipcode_Group_3,Zipcode_Group_Zipcode_Group_4,Zipcode_Group_Zipcode_Group_5,Zipcode_Group_Zipcode_Group_6,Zipcode_Group_Zipcode_Group_7,Zipcode_Group_Zipcode_Group_8,Zipcode_Group_Zipcode_Group_9
138,2767603505,519950.0,3,2.25,1170.0,1249.0,3.0,0,8,1170.0,0,4,47.6722,-122.381,1350.0,1310,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
139,4232901525,665000.0,2,1.0,1110.0,3200.0,1.0,0,7,1110.0,0,93,47.6338,-122.358,1170.0,3600,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
140,1777500060,527700.0,5,2.5,2820.0,9375.0,1.0,0,8,1550.0,1270,50,47.5707,-122.128,2820.0,9375,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
141,1432900240,205000.0,3,1.0,1610.0,8579.0,1.0,0,7,1010.0,600,56,47.4563,-122.171,1610.0,8579,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
142,6140100875,420000.0,3,1.0,1060.0,8097.0,1.0,0,7,940.0,120,95,47.7144,-122.351,1560.0,7940,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
143,6071600370,500000.0,4,2.25,2030.0,8517.0,1.0,0,8,1380.0,650,57,47.5495,-122.174,2230.0,8824,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
144,1526069017,921500.0,4,2.5,3670.0,315374.0,2.0,0,9,3670.0,0,24,47.7421,-122.026,2840.0,87991,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
145,809001525,890000.0,4,1.0,2550.0,4000.0,2.0,0,8,2370.0,180,113,47.6354,-122.353,2200.0,4000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
146,3224079105,430000.0,2,2.5,2420.0,60984.0,2.0,0,7,2420.0,0,11,47.5262,-121.943,1940.0,193842,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
147,8075400570,258000.0,5,2.0,2260.0,12500.0,1.0,0,8,1130.0,1130,58,47.3887,-122.286,1360.0,18000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
148,1994200024,511000.0,3,1.0,1430.0,3455.0,1.0,0,7,980.0,450,71,47.6873,-122.336,1450.0,4599,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
149,3362900810,532170.0,3,2.0,1360.0,3090.0,2.0,0,8,1360.0,0,28,47.6838,-122.353,1500.0,3090,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
150,1324300398,560000.0,3,1.0,1110.0,5000.0,1.5,0,7,1110.0,0,71,47.655,-122.359,1420.0,5000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
151,537000445,282950.0,3,1.0,1250.0,8200.0,1.0,0,7,1250.0,0,64,47.3255,-122.304,1680.0,8633,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
152,7855801670,1129575.0,4,3.25,5180.0,19850.0,2.0,3,10,3540.0,1640,12,47.562,-122.162,3160.0,9750,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
153,7920100045,350000.0,1,1.0,700.0,5100.0,1.0,0,7,700.0,0,76,47.679,-122.3,1010.0,5100,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
154,8960000030,215000.0,3,1.0,1180.0,7669.0,1.0,0,7,1180.0,0,51,47.4479,-122.176,1190.0,7669,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
155,6388930390,650000.0,5,3.5,3960.0,25245.0,2.0,0,9,2500.0,1460,22,47.525,-122.172,2640.0,13675,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
156,8731900200,320000.0,4,2.75,2640.0,7500.0,1.0,0,8,1620.0,1020,51,47.3135,-122.369,1980.0,7875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
157,8029200135,247000.0,3,2.0,1270.0,7198.0,1.5,0,7,1270.0,0,102,47.2086,-121.996,1160.0,7198,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
158,1081200350,320000.0,4,1.75,1760.0,11180.0,1.0,0,8,1760.0,0,50,47.4715,-122.118,1730.0,11180,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
159,84000105,255000.0,5,2.25,2060.0,8632.0,1.0,0,7,1030.0,1030,56,47.4877,-122.335,1010.0,11680,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
160,3756500060,438000.0,3,1.75,1780.0,9660.0,1.0,0,7,1780.0,0,56,47.7171,-122.193,1200.0,9660,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
161,7215720160,900000.0,3,2.5,3400.0,16603.0,2.0,0,10,3400.0,0,18,47.6012,-122.023,3400.0,12601,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
162,3574800520,441000.0,3,2.75,1910.0,7280.0,1.0,0,7,1160.0,750,39,47.7319,-122.224,1710.0,8152,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
163,2617300160,420000.0,3,2.0,2020.0,38332.0,1.0,0,7,1010.0,1010,43,47.4582,-122.023,2110.0,36590,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
164,2558660270,370000.0,3,1.75,1580.0,7000.0,1.0,0,7,1180.0,400,42,47.7209,-122.168,1640.0,7500,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
165,2009000370,269950.0,2,1.75,1340.0,7250.0,1.0,0,5,700.0,640,69,47.408,-122.327,1830.0,9750,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,1836980160,807100.0,4,2.5,2680.0,4499.0,2.0,0,9,2680.0,0,19,47.565,-122.125,2920.0,4500,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
167,1755700060,371500.0,3,2.0,1370.0,8336.0,1.0,0,7,1370.0,0,54,47.7458,-122.331,1770.0,7288,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
168,4330600435,284000.0,3,1.75,1560.0,21000.0,1.0,0,7,1560.0,0,64,47.4776,-122.337,1070.0,7920,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
169,9542800700,272000.0,3,1.75,2160.0,7140.0,1.0,0,7,1670.0,490,40,47.3026,-122.374,1930.0,7350,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
170,1999700045,313000.0,3,1.5,1340.0,7912.0,1.5,0,7,1340.0,0,63,47.7658,-122.339,1480.0,7940,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
171,1762600070,917500.0,4,2.5,3880.0,35003.0,2.0,0,10,2570.0,1310,34,47.6477,-122.182,3740.0,35230,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
172,1687900520,673000.0,4,2.25,2590.0,8190.0,2.0,0,8,2590.0,0,38,47.5619,-122.125,2260.0,8335,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
173,7234600798,425000.0,3,2.5,1120.0,1100.0,2.0,0,8,820.0,300,10,47.6106,-122.31,1590.0,1795,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
174,3881900445,399950.0,5,2.75,1970.0,5400.0,1.0,0,7,1320.0,650,32,47.5868,-122.308,1280.0,2150,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
175,2254502445,385000.0,3,1.0,1220.0,4800.0,1.0,0,6,1220.0,0,117,47.6101,-122.307,1200.0,4800,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
176,5437810320,269950.0,3,1.5,1950.0,7560.0,1.0,2,7,1320.0,630,43,47.1976,-121.999,1950.0,8941,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
177,9158100075,330000.0,2,1.0,1350.0,8220.0,1.0,0,7,1060.0,290,69,47.7224,-122.358,1540.0,8280,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
178,3830630310,260000.0,3,2.5,1670.0,5797.0,2.0,0,7,1670.0,0,30,47.3505,-122.179,1670.0,6183,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
179,8123100045,470000.0,4,3.0,2380.0,5125.0,1.5,0,7,1680.0,700,93,47.5384,-122.376,1410.0,5375,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
180,3127200041,589000.0,4,3.0,2440.0,9600.0,2.0,0,7,2440.0,0,57,47.7044,-122.2,2290.0,9600,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
181,6661200320,163500.0,2,1.5,1050.0,3419.0,2.0,0,7,1050.0,0,22,47.3848,-122.039,1050.0,3417,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
182,11510310,835000.0,4,2.75,3130.0,13412.0,2.0,0,9,2140.0,990,25,47.6993,-122.102,2260.0,9984,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
183,825059270,1100000.0,5,3.0,4090.0,12850.0,1.0,2,10,2090.0,2000,32,47.6627,-122.188,2540.0,10270,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
184,8731951370,269000.0,4,1.75,1490.0,10000.0,1.0,0,8,1100.0,390,49,47.3099,-122.379,2190.0,8910,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
185,1954440060,560000.0,3,2.5,1900.0,8744.0,2.0,0,8,1900.0,0,31,47.62,-122.043,2030.0,8744,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
186,2264500350,615000.0,4,1.0,1330.0,2400.0,1.5,0,6,1330.0,0,117,47.65,-122.34,1330.0,4400,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
187,1115810060,585188.0,3,2.25,2230.0,10026.0,1.0,0,8,1430.0,800,43,47.6647,-122.153,2230.0,9340,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
188,9477200200,305000.0,3,1.75,1650.0,9480.0,1.0,0,7,1220.0,430,41,47.726000000000006,-122.191,1540.0,8400,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
189,1432600560,166950.0,3,1.0,1190.0,8820.0,1.0,0,6,1190.0,0,59,47.4616,-122.184,1230.0,7980,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
190,2287000060,799000.0,3,2.5,2140.0,9897.0,1.0,0,8,2140.0,0,59,47.5505,-122.219,2680.0,10083,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
191,3663500060,400000.0,3,2.5,2180.0,7508.0,1.0,0,7,1420.0,760,56,47.7606,-122.336,1900.0,7818,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
192,3996900125,230000.0,3,1.0,1060.0,10228.0,1.0,0,7,1060.0,0,70,47.7481,-122.3,1570.0,10228,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
193,7796450200,256883.0,3,2.5,1690.0,5025.0,2.0,0,8,1690.0,0,15,47.2779,-122.347,2550.0,5001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
194,7549802535,423000.0,4,2.0,1970.0,6480.0,1.5,0,7,1130.0,840,98,47.5511,-122.312,1500.0,6480,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
195,3278600320,465000.0,3,2.5,2150.0,4084.0,2.0,0,8,2150.0,0,11,47.5488,-122.372,1750.0,2385,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
196,2824079053,440000.0,3,2.5,1910.0,66211.0,2.0,0,7,1910.0,0,21,47.5385,-121.911,2330.0,67268,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
197,1222069094,385000.0,3,1.75,1350.0,155073.0,1.0,0,7,1350.0,0,49,47.4058,-121.994,1560.0,50965,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
198,3542300060,210000.0,3,1.0,860.0,11725.0,1.0,0,6,860.0,0,75,47.5093,-122.184,1300.0,9514,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
199,2222059065,297000.0,3,2.5,1940.0,14952.0,2.0,0,8,1940.0,0,24,47.3777,-122.165,2030.0,10450,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
200,7551300060,470000.0,3,1.0,1010.0,5000.0,1.0,0,7,1010.0,0,66,47.675,-122.394,1680.0,5000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
201,100600550,226500.0,3,1.5,1300.0,7370.0,1.0,0,7,900.0,400,42,47.3025,-122.37,1430.0,7500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
202,3211100860,274250.0,3,1.0,910.0,8450.0,1.0,0,6,910.0,0,56,47.4787,-122.158,1400.0,8040,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
203,3456000310,840000.0,4,1.75,2480.0,11010.0,1.0,0,9,1630.0,850,52,47.5378,-122.219,2770.0,10744,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
204,9526600140,677900.0,3,2.5,2440.0,4587.0,2.0,0,8,2440.0,0,8,47.7073,-122.114,2750.0,4587,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
205,7465900060,425000.0,3,1.0,1010.0,5864.0,1.0,0,7,1010.0,0,103,47.5733,-122.381,1290.0,5000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
206,1222000055,180250.0,2,0.75,900.0,9600.0,1.0,0,6,900.0,0,77,47.4604,-122.339,1250.0,14280,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
207,6300000550,464000.0,6,3.0,2300.0,3404.0,2.0,0,7,1600.0,700,98,47.7067,-122.343,1560.0,1312,23,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
208,2310030510,320000.0,4,2.25,1550.0,7579.0,2.0,0,8,1550.0,0,25,47.354,-122.047,1630.0,6397,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
209,1025049114,625504.0,3,2.25,1270.0,1566.0,2.0,0,8,1060.0,210,4,47.6647,-122.284,1160.0,1327,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
210,8677300550,592500.0,4,2.5,2240.0,12032.0,1.0,0,9,2240.0,0,35,47.6143,-122.017,2520.0,12368,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
211,4014400292,465000.0,3,2.5,2714.0,17936.0,2.0,0,9,2714.0,0,13,47.3185,-122.275,2590.0,18386,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
212,1102000196,477000.0,4,2.75,1720.0,6270.0,2.0,0,8,1720.0,0,40,47.5458,-122.268,2130.0,8700,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
213,257000138,280000.0,2,1.0,850.0,16400.0,1.0,0,6,850.0,0,95,47.4889,-122.299,1100.0,14459,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
214,46100204,1129575.0,5,3.0,3300.0,33474.0,1.0,3,9,1870.0,1430,61,47.5673,-122.21,3836.0,20953,25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
215,1909600046,445838.0,3,2.5,2250.0,5692.0,2.0,0,8,2250.0,0,18,47.5133,-122.379,1320.0,5390,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
216,1250202145,1070000.0,2,2.25,3900.0,14864.0,1.0,3,8,1950.0,1950,71,47.5884,-122.291,2580.0,5184,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
217,7611200125,467000.0,2,1.5,1320.0,10800.0,1.0,0,8,1320.0,0,71,47.7145,-122.367,2120.0,12040,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
218,5611500140,686000.0,4,2.5,2760.0,6440.0,2.0,0,10,2760.0,0,19,47.5836,-122.026,3070.0,8127,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
219,7138000260,279950.0,3,2.0,1750.0,9750.0,1.0,0,7,1350.0,400,57,47.398,-122.299,1900.0,10125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
220,626059335,527000.0,4,2.25,2330.0,19436.0,2.0,0,8,2330.0,0,31,47.7663,-122.215,1910.0,10055,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
221,1922059282,325000.0,3,2.25,2220.0,16020.0,1.0,0,8,1780.0,440,52,47.3758,-122.217,2080.0,9583,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
222,705700390,328000.0,3,2.25,2020.0,8379.0,2.0,0,7,2020.0,0,24,47.3828,-122.023,2020.0,8031,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
223,7454001200,390000.0,3,2.25,1250.0,7500.0,1.0,0,7,1250.0,0,76,47.5123,-122.373,1280.0,7392,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
224,8682281200,479950.0,2,2.0,1510.0,7619.0,1.0,0,8,1510.0,0,13,47.7076,-122.013,1640.0,6009,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
225,7972000200,264950.0,4,2.25,1720.0,9753.0,1.0,0,7,1120.0,600,40,47.2922,-122.371,1510.0,9753,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
226,722059070,235000.0,3,1.0,1430.0,15246.0,1.0,0,7,980.0,450,57,47.4075,-122.214,1960.0,13068,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
227,7202340400,516500.0,3,2.5,1480.0,4729.0,2.0,0,7,1480.0,0,14,47.6794,-122.034,2250.0,4729,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
228,8096000060,655000.0,2,1.75,1450.0,15798.0,2.0,4,7,1230.0,220,103,47.4497,-122.375,2030.0,13193,38,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
229,2424000060,500000.0,4,2.75,2280.0,15347.0,1.0,0,7,2280.0,0,58,47.5218,-122.164,2280.0,15347,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
230,9264902050,315000.0,6,2.75,2940.0,7350.0,1.0,0,8,1780.0,1160,40,47.3103,-122.339,2120.0,8236,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
231,943100260,213000.0,2,1.0,1000.0,10200.0,1.0,0,6,1000.0,0,57,47.5687,-121.899,1150.0,13702,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
232,3677400445,475000.0,3,1.5,2480.0,5280.0,1.5,0,7,1620.0,860,71,47.5575,-122.303,2090.0,4800,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
233,1762600320,1030000.0,5,4.0,3760.0,28040.0,2.0,0,10,3760.0,0,35,47.6489,-122.183,3430.0,35096,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
234,4058000060,416000.0,3,2.0,2220.0,94300.0,1.0,0,7,1640.0,580,42,47.3459,-121.95,2070.0,80100,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
235,7228500560,410000.0,4,1.0,1970.0,4740.0,1.5,0,7,1670.0,300,114,47.6136,-122.303,1510.0,4740,11,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
236,326069104,800000.0,3,3.5,3830.0,221284.0,2.0,0,10,3530.0,300,25,47.7641,-122.023,2920.0,148539,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
237,5152100060,472000.0,6,2.5,4410.0,14034.0,1.0,2,9,2350.0,2060,53,47.3376,-122.324,2600.0,13988,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
238,3584000310,225000.0,3,1.75,1430.0,8505.0,1.0,0,7,1430.0,0,50,47.3173,-122.319,1190.0,8640,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
239,8150100045,210000.0,2,1.0,830.0,6000.0,1.0,0,6,830.0,0,78,47.5308,-122.376,830.0,4960,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
240,1868901275,455000.0,2,1.0,1430.0,5000.0,1.5,0,7,1430.0,0,93,47.6727,-122.299,1450.0,3750,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
241,6131600075,225000.0,3,1.0,1300.0,8316.0,1.0,0,6,1300.0,0,64,47.3221,-122.216,1260.0,8316,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
242,9468200125,480000.0,2,1.0,1030.0,3060.0,1.0,2,7,790.0,240,100,47.6779,-122.353,1390.0,3060,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
243,8029510030,363000.0,3,2.5,2740.0,11872.0,2.0,0,9,2740.0,0,28,47.3076,-122.395,2570.0,10377,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
244,2025069065,1129575.0,4,2.5,3650.0,8354.0,1.0,4,9,1830.0,1820,18,47.6338,-122.072,3120.0,18841,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
245,7899800890,181000.0,2,1.5,720.0,5120.0,1.0,0,6,720.0,0,64,47.5218,-122.357,1150.0,2566,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
246,3021059276,250000.0,4,2.0,2010.0,7312.0,1.0,0,7,2010.0,0,42,47.2785,-122.213,2010.0,7650,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
247,3797001895,481000.0,3,1.75,1910.0,3000.0,1.0,0,6,770.0,790,100,47.6846,-122.345,1390.0,3000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
248,3832710960,260000.0,3,2.0,1810.0,7209.0,1.0,0,7,1240.0,570,40,47.3656,-122.278,1750.0,7209,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
249,1310430400,455000.0,4,2.5,3360.0,7685.0,2.0,0,9,3360.0,0,17,47.4369,-122.111,3060.0,6567,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
250,1422300030,415000.0,3,2.25,1510.0,36224.0,2.0,0,8,1510.0,0,27,47.4616,-121.711,1730.0,36224,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
251,1105000588,349500.0,3,1.0,1400.0,3538.0,1.0,0,7,800.0,600,65,47.5405,-122.27,1620.0,6331,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
252,3830630060,245000.0,3,2.5,1730.0,7442.0,2.0,0,7,1730.0,0,31,47.3507,-122.178,1630.0,6458,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
253,5101404898,592500.0,2,2.0,1420.0,9191.0,1.5,2,7,1420.0,0,90,47.6979,-122.32,1420.0,6816,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
254,7972601890,385000.0,4,1.75,2360.0,7620.0,1.0,0,7,1180.0,1180,63,47.5278,-122.345,1910.0,7620,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
255,5127001620,315000.0,3,1.75,1580.0,11455.0,1.0,0,7,1200.0,380,44,47.4756,-122.147,1550.0,10650,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
256,9407100800,255000.0,3,1.0,1230.0,10170.0,1.0,0,7,1230.0,0,39,47.4437,-121.772,1380.0,10098,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
257,1873100060,693000.0,4,2.5,2460.0,4425.0,2.0,0,8,2460.0,0,12,47.7048,-122.109,2990.0,5659,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
258,8722101360,780000.0,3,1.0,1660.0,4400.0,1.5,0,8,1460.0,200,107,47.6362,-122.302,1660.0,4400,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
259,8644000060,237000.0,3,1.75,1270.0,8470.0,1.0,0,7,1270.0,0,58,47.4207,-122.29,1600.0,8470,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
260,3325069129,525000.0,3,2.25,2100.0,40510.0,2.0,0,10,1320.0,780,39,47.6154,-122.047,2380.0,33450,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
261,1400300055,425000.0,2,1.0,770.0,5040.0,1.0,0,5,770.0,0,88,47.5964,-122.299,1330.0,2580,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
262,2123039032,369900.0,1,0.75,760.0,10079.0,1.0,4,5,760.0,0,82,47.4683,-122.438,1230.0,14267,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
263,8078560140,290000.0,4,2.5,1700.0,7280.0,2.0,0,7,1700.0,0,30,47.4045,-122.171,1950.0,7475,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
264,3438500192,285000.0,3,1.0,1120.0,10701.0,1.0,0,7,1120.0,0,64,47.5544,-122.358,1130.0,6350,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
265,7974200510,415000.0,2,1.0,1070.0,4500.0,1.0,0,7,1070.0,0,81,47.6802,-122.29,1320.0,4465,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
266,2557000400,272500.0,3,2.5,2070.0,9900.0,1.0,0,8,1420.0,650,39,47.2988,-122.371,2070.0,8250,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
267,7960900060,1129575.0,4,3.25,5050.0,20100.0,1.5,2,10,4750.0,300,36,47.6312,-122.223,3890.0,20060,8,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
268,4054500390,1129575.0,4,4.75,5310.0,57346.0,2.0,0,10,5310.0,0,29,47.7285,-122.042,4180.0,47443,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
269,6378500125,436000.0,2,1.0,1040.0,7538.0,1.0,0,7,1040.0,0,79,47.7107,-122.352,1440.0,7530,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
270,1745100140,210000.0,3,1.0,1700.0,11390.0,1.0,0,7,1700.0,0,51,47.3271,-122.323,1350.0,8164,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
271,2976800796,236000.0,3,1.0,1300.0,5898.0,1.0,0,7,1300.0,0,57,47.5053,-122.255,1320.0,7619,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
272,4235400186,331000.0,3,1.75,1080.0,1306.0,1.0,0,7,580.0,500,64,47.6601,-122.4,1440.0,2225,14,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
273,4215100060,365000.0,3,2.5,1910.0,4510.0,2.0,0,8,2653.0,0,12,47.4145,-122.166,2653.0,4927,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
274,9189700045,450000.0,3,2.0,2290.0,16258.0,1.0,0,8,2290.0,0,58,47.4672,-122.165,1660.0,10530,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
275,1126049053,770000.0,4,2.75,3820.0,26300.0,2.0,0,9,2850.0,970,4,47.7618,-122.261,1860.0,12136,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
276,2022069200,455000.0,4,2.5,2210.0,49375.0,1.0,0,8,2210.0,0,21,47.3828,-122.071,2670.0,49385,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
277,9412900055,405000.0,3,1.75,2390.0,6000.0,1.0,0,6,1240.0,1150,110,47.5362,-122.268,2020.0,6000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
278,1722059235,304900.0,4,1.75,2600.0,11325.0,1.0,0,7,1610.0,990,49,47.3954,-122.206,1720.0,11088,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
279,6874200960,170000.0,2,1.0,860.0,5265.0,1.0,0,6,860.0,0,87,47.5048,-122.272,1650.0,8775,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
280,7424700045,1129575.0,5,3.0,3830.0,8480.0,2.0,1,9,2630.0,1200,113,47.6166,-122.287,3050.0,7556,22,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
